faiss_id,catalog_item_id,image_id,product_id,filename,image_url
156,156,22198,22198,22198.jpg,/catalog-images/22198.jpg
157,157,22162,22162,22162.jpg,/catalog-images/22162.jpg
158,158,22196,22196,22196.jpg,/catalog-images/22196.jpg
159,159,22199,22199,22199.jpg,/catalog-images/22199.jpg
160,160,22169,22169,22169.jpg,/catalog-images/22169.jpg
161,161,29570,29570,29570.jpg,/catalog-images/29570.jpg
162,162,43993,43993,43993.jpg,/catalog-images/43993.jpg
163,163,6628,6628,6628.jpg,/catalog-images/6628.jpg
164,164,54924,54924,54924.jpg,/catalog-images/54924.jpg
165,165,26538,26538,26538.jpg,/catalog-images/26538.jpg
166,166,22237,22237,22237.jpg,/catalog-images/22237.jpg
167,167,35913,35913,35913.jpg,/catalog-images/35913.jpg
168,168,49495,49495,49495.jpg,/catalog-images/49495.jpg
169,169,9660,9660,9660.jpg,/catalog-images/9660.jpg
170,170,8942,8942,8942.jpg,/catalog-images/8942.jpg
171,171,2288,2288,2288.jpg,/catalog-images/2288.jpg
172,172,38585,38585,38585.jpg,/catalog-images/38585.jpg
173,173,38589,38589,38589.jpg,/catalog-images/38589.jpg
174,174,23876,23876,23876.jpg,/catalog-images/23876.jpg
175,175,18237,18237,18237.jpg,/catalog-images/18237.jpg
176,176,18240,18240,18240.jpg,/catalog-images/18240.jpg
177,177,54118,54118,54118.jpg,/catalog-images/54118.jpg
178,178,54110,54110,54110.jpg,/catalog-images/54110.jpg
179,179,54121,54121,54121.jpg,/catalog-images/54121.jpg
180,180,50145,50145,50145.jpg,/catalog-images/50145.jpg
181,181,59757,59757,59757.jpg,/catalog-images/59757.jpg
182,182,59759,59759,59759.jpg,/catalog-images/59759.jpg
183,183,57299,57299,57299.jpg,/catalog-images/57299.jpg
184,184,50151,50151,50151.jpg,/catalog-images/50151.jpg
185,185,54103,54103,54103.jpg,/catalog-images/54103.jpg
186,186,54124,54124,54124.jpg,/catalog-images/54124.jpg
187,187,50148,50148,50148.jpg,/catalog-images/50148.jpg
188,188,57308,57308,57308.jpg,/catalog-images/57308.jpg
189,189,54130,54130,54130.jpg,/catalog-images/54130.jpg
190,190,54106,54106,54106.jpg,/catalog-images/54106.jpg
191,191,2872,2872,2872.jpg,/catalog-images/2872.jpg
192,192,37944,37944,37944.jpg,/catalog-images/37944.jpg
193,193,49653,49653,49653.jpg,/catalog-images/49653.jpg
194,194,49659,49659,49659.jpg,/catalog-images/49659.jpg
195,195,8574,8574,8574.jpg,/catalog-images/8574.jpg
196,196,16957,16957,16957.jpg,/catalog-images/16957.jpg
197,197,16961,16961,16961.jpg,/catalog-images/16961.jpg
198,198,19123,19123,19123.jpg,/catalog-images/19123.jpg
199,199,13419,13419,13419.jpg,/catalog-images/13419.jpg
200,200,17885,17885,17885.jpg,/catalog-images/17885.jpg
201,201,17876,17876,17876.jpg,/catalog-images/17876.jpg
202,202,17887,17887,17887.jpg,/catalog-images/17887.jpg
203,203,17880,17880,17880.jpg,/catalog-images/17880.jpg
204,204,43369,43369,43369.jpg,/catalog-images/43369.jpg
205,205,43375,43375,43375.jpg,/catalog-images/43375.jpg
206,206,48781,48781,48781.jpg,/catalog-images/48781.jpg
207,207,48786,48786,48786.jpg,/catalog-images/48786.jpg
208,208,48772,48772,48772.jpg,/catalog-images/48772.jpg
209,209,48916,48916,48916.jpg,/catalog-images/48916.jpg
210,210,48788,48788,48788.jpg,/catalog-images/48788.jpg
211,211,48789,48789,48789.jpg,/catalog-images/48789.jpg
212,212,48917,48917,48917.jpg,/catalog-images/48917.jpg
213,213,48787,48787,48787.jpg,/catalog-images/48787.jpg
214,214,48774,48774,48774.jpg,/catalog-images/48774.jpg
215,215,48836,48836,48836.jpg,/catalog-images/48836.jpg
216,216,48854,48854,48854.jpg,/catalog-images/48854.jpg
217,217,48862,48862,48862.jpg,/catalog-images/48862.jpg
218,218,48891,48891,48891.jpg,/catalog-images/48891.jpg
219,219,48801,48801,48801.jpg,/catalog-images/48801.jpg
220,220,48837,48837,48837.jpg,/catalog-images/48837.jpg
221,221,48870,48870,48870.jpg,/catalog-images/48870.jpg
222,222,48877,48877,48877.jpg,/catalog-images/48877.jpg
223,223,48846,48846,48846.jpg,/catalog-images/48846.jpg
224,224,48812,48812,48812.jpg,/catalog-images/48812.jpg
225,225,48824,48824,48824.jpg,/catalog-images/48824.jpg
226,226,48878,48878,48878.jpg,/catalog-images/48878.jpg
227,227,48825,48825,48825.jpg,/catalog-images/48825.jpg
228,228,48822,48822,48822.jpg,/catalog-images/48822.jpg
229,229,48793,48793,48793.jpg,/catalog-images/48793.jpg
230,230,48795,48795,48795.jpg,/catalog-images/48795.jpg
231,231,48792,48792,48792.jpg,/catalog-images/48792.jpg
232,232,48902,48902,48902.jpg,/catalog-images/48902.jpg
233,233,48785,48785,48785.jpg,/catalog-images/48785.jpg
234,234,48776,48776,48776.jpg,/catalog-images/48776.jpg
235,235,48782,48782,48782.jpg,/catalog-images/48782.jpg
236,236,48915,48915,48915.jpg,/catalog-images/48915.jpg
237,237,48783,48783,48783.jpg,/catalog-images/48783.jpg
238,238,48784,48784,48784.jpg,/catalog-images/48784.jpg
239,239,48866,48866,48866.jpg,/catalog-images/48866.jpg
240,240,48892,48892,48892.jpg,/catalog-images/48892.jpg
241,241,48895,48895,48895.jpg,/catalog-images/48895.jpg
242,242,48804,48804,48804.jpg,/catalog-images/48804.jpg
243,243,48803,48803,48803.jpg,/catalog-images/48803.jpg
244,244,48894,48894,48894.jpg,/catalog-images/48894.jpg
245,245,48851,48851,48851.jpg,/catalog-images/48851.jpg
246,246,48856,48856,48856.jpg,/catalog-images/48856.jpg
247,247,48805,48805,48805.jpg,/catalog-images/48805.jpg
248,248,48833,48833,48833.jpg,/catalog-images/48833.jpg
249,249,48834,48834,48834.jpg,/catalog-images/48834.jpg
250,250,48816,48816,48816.jpg,/catalog-images/48816.jpg
251,251,48827,48827,48827.jpg,/catalog-images/48827.jpg
252,252,48887,48887,48887.jpg,/catalog-images/48887.jpg
253,253,48845,48845,48845.jpg,/catalog-images/48845.jpg
254,254,48888,48888,48888.jpg,/catalog-images/48888.jpg
255,255,48843,48843,48843.jpg,/catalog-images/48843.jpg
256,256,48844,48844,48844.jpg,/catalog-images/48844.jpg
257,257,48907,48907,48907.jpg,/catalog-images/48907.jpg
258,258,48799,48799,48799.jpg,/catalog-images/48799.jpg
259,259,48790,48790,48790.jpg,/catalog-images/48790.jpg
260,260,48908,48908,48908.jpg,/catalog-images/48908.jpg
261,261,48796,48796,48796.jpg,/catalog-images/48796.jpg
262,262,44970,44970,44970.jpg,/catalog-images/44970.jpg
263,263,56489,56489,56489.jpg,/catalog-images/56489.jpg
264,264,39524,39524,39524.jpg,/catalog-images/39524.jpg
265,265,33822,33822,33822.jpg,/catalog-images/33822.jpg
266,266,58513,58513,58513.jpg,/catalog-images/58513.jpg
267,267,25947,25947,25947.jpg,/catalog-images/25947.jpg
268,268,25946,25946,25946.jpg,/catalog-images/25946.jpg
269,269,25933,25933,25933.jpg,/catalog-images/25933.jpg
270,270,52029,52029,52029.jpg,/catalog-images/52029.jpg
271,271,5865,5865,5865.jpg,/catalog-images/5865.jpg
272,272,39716,39716,39716.jpg,/catalog-images/39716.jpg
273,273,25349,25349,25349.jpg,/catalog-images/25349.jpg
274,274,11940,11940,11940.jpg,/catalog-images/11940.jpg
275,275,11936,11936,11936.jpg,/catalog-images/11936.jpg
276,276,11938,11938,11938.jpg,/catalog-images/11938.jpg
277,277,11942,11942,11942.jpg,/catalog-images/11942.jpg
278,278,11934,11934,11934.jpg,/catalog-images/11934.jpg
279,279,55802,55802,55802.jpg,/catalog-images/55802.jpg
280,280,29584,29584,29584.jpg,/catalog-images/29584.jpg
281,281,43967,43967,43967.jpg,/catalog-images/43967.jpg
282,282,28456,28456,28456.jpg,/catalog-images/28456.jpg
283,283,34009,34009,34009.jpg,/catalog-images/34009.jpg
284,284,31121,31121,31121.jpg,/catalog-images/31121.jpg
285,285,41307,41307,41307.jpg,/catalog-images/41307.jpg
286,286,34161,34161,34161.jpg,/catalog-images/34161.jpg
287,287,31178,31178,31178.jpg,/catalog-images/31178.jpg
288,288,34010,34010,34010.jpg,/catalog-images/34010.jpg
289,289,19311,19311,19311.jpg,/catalog-images/19311.jpg
290,290,42089,42089,42089.jpg,/catalog-images/42089.jpg
291,291,22950,22950,22950.jpg,/catalog-images/22950.jpg
292,292,49461,49461,49461.jpg,/catalog-images/49461.jpg
293,293,8746,8746,8746.jpg,/catalog-images/8746.jpg
294,294,9694,9694,9694.jpg,/catalog-images/9694.jpg
295,295,9695,9695,9695.jpg,/catalog-images/9695.jpg
296,296,23882,23882,23882.jpg,/catalog-images/23882.jpg
297,297,34835,34835,34835.jpg,/catalog-images/34835.jpg
298,298,15984,15984,15984.jpg,/catalog-images/15984.jpg
299,299,15986,15986,15986.jpg,/catalog-images/15986.jpg
300,300,41268,41268,41268.jpg,/catalog-images/41268.jpg
301,301,41258,41258,41258.jpg,/catalog-images/41258.jpg
302,302,41267,41267,41267.jpg,/catalog-images/41267.jpg
303,303,41264,41264,41264.jpg,/catalog-images/41264.jpg
304,304,41263,41263,41263.jpg,/catalog-images/41263.jpg
305,305,11518,11518,11518.jpg,/catalog-images/11518.jpg
306,306,14856,14856,14856.jpg,/catalog-images/14856.jpg
307,307,33648,33648,33648.jpg,/catalog-images/33648.jpg
308,308,59297,59297,59297.jpg,/catalog-images/59297.jpg
309,309,28032,28032,28032.jpg,/catalog-images/28032.jpg
310,310,27846,27846,27846.jpg,/catalog-images/27846.jpg
311,311,26994,26994,26994.jpg,/catalog-images/26994.jpg
312,312,49839,49839,49839.jpg,/catalog-images/49839.jpg
313,313,49814,49814,49814.jpg,/catalog-images/49814.jpg
314,314,44215,44215,44215.jpg,/catalog-images/44215.jpg
315,315,31923,31923,31923.jpg,/catalog-images/31923.jpg
316,316,2618,2618,2618.jpg,/catalog-images/2618.jpg
317,317,54588,54588,54588.jpg,/catalog-images/54588.jpg
318,318,54586,54586,54586.jpg,/catalog-images/54586.jpg
319,319,54581,54581,54581.jpg,/catalog-images/54581.jpg
320,320,54589,54589,54589.jpg,/catalog-images/54589.jpg
321,321,54568,54568,54568.jpg,/catalog-images/54568.jpg
322,322,54571,54571,54571.jpg,/catalog-images/54571.jpg
323,323,54579,54579,54579.jpg,/catalog-images/54579.jpg
324,324,54597,54597,54597.jpg,/catalog-images/54597.jpg
325,325,49005,49005,49005.jpg,/catalog-images/49005.jpg
326,326,48927,48927,48927.jpg,/catalog-images/48927.jpg
327,327,49034,49034,49034.jpg,/catalog-images/49034.jpg
328,328,48929,48929,48929.jpg,/catalog-images/48929.jpg
329,329,49033,49033,49033.jpg,/catalog-images/49033.jpg
330,330,48942,48942,48942.jpg,/catalog-images/48942.jpg
331,331,48989,48989,48989.jpg,/catalog-images/48989.jpg
332,332,49056,49056,49056.jpg,/catalog-images/49056.jpg
333,333,48980,48980,48980.jpg,/catalog-images/48980.jpg
334,334,48928,48928,48928.jpg,/catalog-images/48928.jpg
335,335,49035,49035,49035.jpg,/catalog-images/49035.jpg
336,336,48921,48921,48921.jpg,/catalog-images/48921.jpg
337,337,48981,48981,48981.jpg,/catalog-images/48981.jpg
338,338,48975,48975,48975.jpg,/catalog-images/48975.jpg
339,339,49050,49050,49050.jpg,/catalog-images/49050.jpg
340,340,49057,49057,49057.jpg,/catalog-images/49057.jpg
341,341,48988,48988,48988.jpg,/catalog-images/48988.jpg
342,342,48992,48992,48992.jpg,/catalog-images/48992.jpg
343,343,49026,49026,49026.jpg,/catalog-images/49026.jpg
344,344,49021,49021,49021.jpg,/catalog-images/49021.jpg
345,345,48935,48935,48935.jpg,/catalog-images/48935.jpg
346,346,49010,49010,49010.jpg,/catalog-images/49010.jpg
347,347,48993,48993,48993.jpg,/catalog-images/48993.jpg
348,348,48994,48994,48994.jpg,/catalog-images/48994.jpg
349,349,48934,48934,48934.jpg,/catalog-images/48934.jpg
350,350,49011,49011,49011.jpg,/catalog-images/49011.jpg
351,351,48933,48933,48933.jpg,/catalog-images/48933.jpg
352,352,49016,49016,49016.jpg,/catalog-images/49016.jpg
353,353,48941,48941,48941.jpg,/catalog-images/48941.jpg
354,354,48983,48983,48983.jpg,/catalog-images/48983.jpg
355,355,49052,49052,49052.jpg,/catalog-images/49052.jpg
356,356,49001,49001,49001.jpg,/catalog-images/49001.jpg
357,357,49006,49006,49006.jpg,/catalog-images/49006.jpg
358,358,49039,49039,49039.jpg,/catalog-images/49039.jpg
359,359,49008,49008,49008.jpg,/catalog-images/49008.jpg
360,360,49054,49054,49054.jpg,/catalog-images/49054.jpg
361,361,48976,48976,48976.jpg,/catalog-images/48976.jpg
362,362,59463,59463,59463.jpg,/catalog-images/59463.jpg
363,363,49009,49009,49009.jpg,/catalog-images/49009.jpg
364,364,48922,48922,48922.jpg,/catalog-images/48922.jpg
365,365,48925,48925,48925.jpg,/catalog-images/48925.jpg
366,366,48936,48936,48936.jpg,/catalog-images/48936.jpg
367,367,48931,48931,48931.jpg,/catalog-images/48931.jpg
368,368,49040,49040,49040.jpg,/catalog-images/49040.jpg
369,369,48991,48991,48991.jpg,/catalog-images/48991.jpg
370,370,49047,49047,49047.jpg,/catalog-images/49047.jpg
371,371,49049,49049,49049.jpg,/catalog-images/49049.jpg
372,372,48939,48939,48939.jpg,/catalog-images/48939.jpg
373,373,49041,49041,49041.jpg,/catalog-images/49041.jpg
374,374,48990,48990,48990.jpg,/catalog-images/48990.jpg
375,375,8322,8322,8322.jpg,/catalog-images/8322.jpg
376,376,13841,13841,13841.jpg,/catalog-images/13841.jpg
377,377,28200,28200,28200.jpg,/catalog-images/28200.jpg
378,378,12993,12993,12993.jpg,/catalog-images/12993.jpg
379,379,7158,7158,7158.jpg,/catalog-images/7158.jpg
380,380,18495,18495,18495.jpg,/catalog-images/18495.jpg
381,381,8110,8110,8110.jpg,/catalog-images/8110.jpg
382,382,19547,19547,19547.jpg,/catalog-images/19547.jpg
383,383,19551,19551,19551.jpg,/catalog-images/19551.jpg
384,384,7964,7964,7964.jpg,/catalog-images/7964.jpg
385,385,36934,36934,36934.jpg,/catalog-images/36934.jpg
386,386,39140,39140,39140.jpg,/catalog-images/39140.jpg
387,387,20851,20851,20851.jpg,/catalog-images/20851.jpg
388,388,41866,41866,41866.jpg,/catalog-images/41866.jpg
389,389,58173,58173,58173.jpg,/catalog-images/58173.jpg
390,390,44528,44528,44528.jpg,/catalog-images/44528.jpg
391,391,44521,44521,44521.jpg,/catalog-images/44521.jpg
392,392,44544,44544,44544.jpg,/catalog-images/44544.jpg
393,393,44518,44518,44518.jpg,/catalog-images/44518.jpg
394,394,44511,44511,44511.jpg,/catalog-images/44511.jpg
395,395,44529,44529,44529.jpg,/catalog-images/44529.jpg
396,396,44556,44556,44556.jpg,/catalog-images/44556.jpg
397,397,44551,44551,44551.jpg,/catalog-images/44551.jpg
398,398,44560,44560,44560.jpg,/catalog-images/44560.jpg
399,399,44533,44533,44533.jpg,/catalog-images/44533.jpg
400,400,44561,44561,44561.jpg,/catalog-images/44561.jpg
401,401,44559,44559,44559.jpg,/catalog-images/44559.jpg
402,402,35161,35161,35161.jpg,/catalog-images/35161.jpg
403,403,44532,44532,44532.jpg,/catalog-images/44532.jpg
404,404,44535,44535,44535.jpg,/catalog-images/44535.jpg
405,405,44549,44549,44549.jpg,/catalog-images/44549.jpg
406,406,44525,44525,44525.jpg,/catalog-images/44525.jpg
407,407,44546,44546,44546.jpg,/catalog-images/44546.jpg
408,408,44541,44541,44541.jpg,/catalog-images/44541.jpg
409,409,44577,44577,44577.jpg,/catalog-images/44577.jpg
410,410,44548,44548,44548.jpg,/catalog-images/44548.jpg
411,411,44570,44570,44570.jpg,/catalog-images/44570.jpg
412,412,44512,44512,44512.jpg,/catalog-images/44512.jpg
413,413,44530,44530,44530.jpg,/catalog-images/44530.jpg
414,414,44537,44537,44537.jpg,/catalog-images/44537.jpg
415,415,44539,44539,44539.jpg,/catalog-images/44539.jpg
416,416,35152,35152,35152.jpg,/catalog-images/35152.jpg
417,417,44563,44563,44563.jpg,/catalog-images/44563.jpg
418,418,44565,44565,44565.jpg,/catalog-images/44565.jpg
419,419,35165,35165,35165.jpg,/catalog-images/35165.jpg
420,420,44554,44554,44554.jpg,/catalog-images/44554.jpg
421,421,16392,16392,16392.jpg,/catalog-images/16392.jpg
422,422,16403,16403,16403.jpg,/catalog-images/16403.jpg
423,423,16408,16408,16408.jpg,/catalog-images/16408.jpg
424,424,51455,51455,51455.jpg,/catalog-images/51455.jpg
425,425,50587,50587,50587.jpg,/catalog-images/50587.jpg
426,426,50439,50439,50439.jpg,/catalog-images/50439.jpg
427,427,50626,50626,50626.jpg,/catalog-images/50626.jpg
428,428,50617,50617,50617.jpg,/catalog-images/50617.jpg
429,429,50595,50595,50595.jpg,/catalog-images/50595.jpg
430,430,50594,50594,50594.jpg,/catalog-images/50594.jpg
431,431,17240,17240,17240.jpg,/catalog-images/17240.jpg
432,432,17243,17243,17243.jpg,/catalog-images/17243.jpg
433,433,17275,17275,17275.jpg,/catalog-images/17275.jpg
434,434,47530,47530,47530.jpg,/catalog-images/47530.jpg
435,435,6617,6617,6617.jpg,/catalog-images/6617.jpg
436,436,12732,12732,12732.jpg,/catalog-images/12732.jpg
437,437,3365,3365,3365.jpg,/catalog-images/3365.jpg
438,438,42042,42042,42042.jpg,/catalog-images/42042.jpg
439,439,23849,23849,23849.jpg,/catalog-images/23849.jpg
440,440,43190,43190,43190.jpg,/catalog-images/43190.jpg
441,441,43196,43196,43196.jpg,/catalog-images/43196.jpg
442,442,43191,43191,43191.jpg,/catalog-images/43191.jpg
443,443,43212,43212,43212.jpg,/catalog-images/43212.jpg
444,444,43215,43215,43215.jpg,/catalog-images/43215.jpg
445,445,56321,56321,56321.jpg,/catalog-images/56321.jpg
446,446,56316,56316,56316.jpg,/catalog-images/56316.jpg
447,447,56327,56327,56327.jpg,/catalog-images/56327.jpg
448,448,56318,56318,56318.jpg,/catalog-images/56318.jpg
449,449,43158,43158,43158.jpg,/catalog-images/43158.jpg
